,Timestamp,Route Identifier,Transportation Mode,Origin Location,Destination Location,Shipment Quantity,Transportation Costs
3290,2023-10-02,Route A,Truck,City B,City W,38,381.77
3291,2023-10-02,Route B,Pipeline,City D,City X,75,124.19
3292,2023-10-02,Route B,Ship,City A,City Y,95,703.27
3293,2023-10-02,Route B,Truck,City D,City W,84,584.86
3294,2023-10-02,Route C,Ship,City A,City Y,69,877.04
3295,2023-10-02,Route C,Ship,City B,City X,66,859.72
3296,2023-10-02,Route C,Pipeline,City A,City Y,69,556.75
3297,2023-10-02,Route D,Air,City A,City Z,34,338.76
3298,2023-10-02,Route D,Ship,City B,City X,55,495.6
3299,2023-10-02,Route D,Ship,City B,City Y,90,639.89
3300,2023-10-03,Route A,Pipeline,City B,City W,10,427.9
3301,2023-10-03,Route A,Pipeline,City A,City Z,59,172.99
3302,2023-10-03,Route A,Air,City C,City X,5,767.82
3303,2023-10-03,Route B,Truck,City A,City X,11,329.27
3304,2023-10-03,Route B,Pipeline,City A,City X,89,198.52
3305,2023-10-03,Route B,Truck,City D,City Z,8,789.59
3306,2023-10-03,Route C,Pipeline,City A,City Y,46,319.72
3307,2023-10-03,Route C,Truck,City C,City Z,34,167.68
3308,2023-10-03,Route C,Pipeline,City B,City W,37,496.23
3309,2023-10-03,Route D,Truck,City B,City Y,98,296.09
3310,2023-10-03,Route D,Pipeline,City A,City Z,49,474.19
3311,2023-10-03,Route D,Pipeline,City D,City W,4,53.7
3312,2023-10-04,Route A,Truck,City A,City Z,32,384.12
3313,2023-10-04,Route A,Air,City A,City Z,93,520.73
3314,2023-10-04,Route A,Pipeline,City B,City W,49,567.37
3315,2023-10-04,Route B,Ship,City D,City Y,35,516.57
3316,2023-10-04,Route B,Air,City C,City X,47,317.03
3317,2023-10-04,Route B,Ship,City D,City X,71,717.15
3318,2023-10-04,Route C,Rail,City A,City W,27,247.99
3319,2023-10-04,Route C,Pipeline,City D,City Z,3,774.64
3320,2023-10-04,Route C,Pipeline,City B,City Y,9,70.1
3321,2023-10-04,Route D,Truck,City A,City W,33,836.55
3322,2023-10-04,Route D,Truck,City A,City Z,81,735.95
3323,2023-10-04,Route D,Ship,City D,City W,32,520.51
3324,2023-10-05,Route A,Rail,City B,City X,52,275.12
3325,2023-10-05,Route A,Ship,City A,City Y,90,406.08
3326,2023-10-05,Route A,Air,City B,City Z,53,304.61
3327,2023-10-05,Route B,Truck,City B,City W,97,719.82
3328,2023-10-05,Route B,Air,City D,City Y,14,316.49
3329,2023-10-05,Route B,Air,City A,City W,6,823.82
3330,2023-10-05,Route C,Air,City D,City Y,46,946.68
3331,2023-10-05,Route C,Air,City C,City X,24,409.25
3332,2023-10-05,Route C,Ship,City C,City Z,70,686.35
3333,2023-10-05,Route D,Air,City B,City X,86,93.76
3334,2023-10-05,Route D,Rail,City C,City W,36,864.45
3335,2023-10-05,Route D,Pipeline,City A,City Y,94,117.88
3336,2023-10-06,Route A,Ship,City B,City Z,43,728.24
3337,2023-10-06,Route A,Ship,City D,City X,87,691.37
3338,2023-10-06,Route A,Truck,City C,City X,38,246.43
3339,2023-10-06,Route B,Ship,City B,City Z,25,830.24
3340,2023-10-06,Route B,Air,City C,City X,51,731.17
3341,2023-10-06,Route B,Ship,City A,City X,13,714.19
3342,2023-10-06,Route C,Rail,City D,City X,70,57.85
3343,2023-10-06,Route C,Ship,City B,City X,81,682.0
3344,2023-10-06,Route C,Rail,City B,City Y,52,647.59
3345,2023-10-06,Route D,Ship,City A,City W,5,726.13
3346,2023-10-06,Route D,Truck,City D,City Z,50,104.35
3347,2023-10-06,Route D,Pipeline,City D,City X,2,912.4
3348,2023-10-07,Route A,Ship,City A,City X,76,115.68
3349,2023-10-07,Route A,Rail,City A,City Y,77,528.63
3350,2023-10-07,Route A,Truck,City B,City W,43,477.55
3351,2023-10-07,Route B,Rail,City C,City Z,77,128.5
3352,2023-10-07,Route B,Rail,City A,City Y,51,374.23
3353,2023-10-07,Route B,Air,City B,City X,10,318.12
3354,2023-10-07,Route C,Truck,City A,City Z,14,543.84
3355,2023-10-07,Route C,Ship,City B,City W,68,482.57
3356,2023-10-07,Route C,Truck,City B,City W,25,178.89
3357,2023-10-07,Route D,Ship,City B,City Y,10,247.74
3358,2023-10-07,Route D,Air,City C,City Z,54,85.98
3359,2023-10-07,Route D,Air,City A,City Z,17,524.48
3360,2023-10-08,Route A,Rail,City A,City Z,81,31.04
3361,2023-10-08,Route A,Air,City B,City W,51,434.38
3362,2023-10-08,Route A,Truck,City A,City X,96,137.5
3363,2023-10-08,Route B,Truck,City A,City Y,8,525.05
3364,2023-10-08,Route B,Ship,City C,City W,51,885.69
3365,2023-10-08,Route B,Truck,City A,City W,20,688.06
3366,2023-10-08,Route C,Truck,City C,City Y,13,953.26
3367,2023-10-08,Route C,Ship,City C,City Z,46,61.53
3368,2023-10-08,Route C,Rail,City B,City W,74,117.69
3369,2023-10-08,Route D,Rail,City D,City Y,80,218.75
3370,2023-10-08,Route D,Pipeline,City C,City Z,96,963.5
3371,2023-10-08,Route D,Truck,City B,City Z,71,14.91
3372,2023-10-09,Route A,Pipeline,City D,City Y,44,305.46
3373,2023-10-09,Route A,Rail,City B,City W,6,219.84
3374,2023-10-09,Route A,Air,City A,City X,14,670.36
3375,2023-10-09,Route B,Rail,City A,City X,65,374.56
3376,2023-10-09,Route B,Pipeline,City A,City Z,37,578.35
3377,2023-10-09,Route B,Truck,City D,City Z,75,809.25
3378,2023-10-09,Route C,Rail,City D,City W,100,660.2
3379,2023-10-09,Route C,Pipeline,City D,City X,67,302.59
3380,2023-10-09,Route C,Pipeline,City C,City W,82,952.42
3381,2023-10-09,Route D,Ship,City B,City Z,73,111.91
3382,2023-10-09,Route D,Truck,City C,City Y,23,891.63
3383,2023-10-09,Route D,Truck,City B,City Y,38,782.72
3384,2023-10-10,Route A,Rail,City D,City X,53,626.0
3385,2023-10-10,Route A,Truck,City D,City Y,51,643.84
3386,2023-10-10,Route A,Rail,City D,City X,83,447.57
3387,2023-10-10,Route B,Ship,City C,City Y,67,610.66
3388,2023-10-10,Route B,Air,City C,City Y,67,147.14
3389,2023-10-10,Route B,Pipeline,City A,City Z,1,898.28
3390,2023-10-10,Route C,Rail,City A,City Y,89,570.61
3391,2023-10-10,Route C,Rail,City C,City X,71,806.54
3392,2023-10-10,Route C,Ship,City D,City Z,70,679.79
3393,2023-10-10,Route D,Rail,City C,City X,71,388.61
3394,2023-10-10,Route D,Rail,City C,City W,81,82.08
3395,2023-10-10,Route D,Ship,City A,City W,55,107.27
3396,2023-10-11,Route A,Ship,City B,City Z,74,343.48
3397,2023-10-11,Route A,Truck,City C,City Y,100,274.38
3398,2023-10-11,Route A,Pipeline,City B,City Y,76,798.32
3399,2023-10-11,Route B,Air,City C,City X,4,834.2
3400,2023-10-11,Route B,Ship,City D,City Y,1,16.45
3401,2023-10-11,Route B,Pipeline,City D,City W,50,71.98
3402,2023-10-11,Route C,Truck,City A,City W,65,210.04
3403,2023-10-11,Route C,Truck,City B,City Z,4,57.44
3404,2023-10-11,Route C,Truck,City D,City X,79,651.8
3405,2023-10-11,Route D,Truck,City C,City X,95,328.18
3406,2023-10-11,Route D,Rail,City D,City Y,81,526.59
3407,2023-10-11,Route D,Pipeline,City D,City W,81,152.21
3408,2023-10-12,Route A,Air,City B,City Z,35,26.65
3409,2023-10-12,Route A,Rail,City D,City W,77,288.69
3410,2023-10-12,Route A,Ship,City A,City W,18,728.76
3411,2023-10-12,Route B,Rail,City B,City Y,45,29.27
3412,2023-10-12,Route B,Truck,City D,City W,50,923.86
3413,2023-10-12,Route B,Ship,City A,City Z,3,403.31
3414,2023-10-12,Route C,Pipeline,City C,City X,25,206.45
3415,2023-10-12,Route C,Rail,City B,City X,17,954.65
3416,2023-10-12,Route C,Air,City C,City Y,26,351.29
3417,2023-10-12,Route D,Rail,City A,City W,70,927.9
3418,2023-10-12,Route D,Rail,City A,City Y,22,681.25
3419,2023-10-12,Route D,Truck,City B,City X,49,121.49
3420,2023-10-13,Route A,Rail,City B,City Z,17,473.05
3421,2023-10-13,Route A,Pipeline,City C,City W,16,198.48
3422,2023-10-13,Route A,Rail,City A,City Z,40,271.95
3423,2023-10-13,Route B,Truck,City B,City Z,7,149.44
3424,2023-10-13,Route B,Rail,City C,City X,13,436.85
3425,2023-10-13,Route B,Air,City A,City Y,58,212.84
3426,2023-10-13,Route C,Air,City A,City W,61,538.84
3427,2023-10-13,Route C,Ship,City D,City W,86,518.26
3428,2023-10-13,Route C,Ship,City A,City X,21,642.67
3429,2023-10-13,Route D,Rail,City B,City X,81,201.45
3430,2023-10-13,Route D,Pipeline,City D,City Y,74,550.66
3431,2023-10-13,Route D,Rail,City D,City Y,98,431.76
3432,2023-10-14,Route A,Ship,City B,City X,66,185.44
3433,2023-10-14,Route A,Air,City D,City X,44,236.62
3434,2023-10-14,Route A,Rail,City A,City W,90,592.73
3435,2023-10-14,Route B,Rail,City D,City X,59,483.54
3436,2023-10-14,Route B,Truck,City D,City W,31,901.31
3437,2023-10-14,Route B,Pipeline,City B,City X,47,766.89
3438,2023-10-14,Route C,Rail,City B,City X,85,842.27
3439,2023-10-14,Route C,Ship,City B,City Z,42,677.14
3440,2023-10-14,Route C,Truck,City D,City Z,2,779.51
3441,2023-10-14,Route D,Pipeline,City D,City X,88,272.26
3442,2023-10-14,Route D,Pipeline,City B,City X,67,654.79
3443,2023-10-14,Route D,Ship,City A,City Y,42,572.19
3444,2023-10-15,Route A,Rail,City A,City Z,31,435.66
3445,2023-10-15,Route A,Pipeline,City C,City X,21,135.61
3446,2023-10-15,Route A,Truck,City C,City X,78,694.88
3447,2023-10-15,Route B,Ship,City D,City Z,65,969.37
3448,2023-10-15,Route B,Ship,City C,City Z,95,613.63
3449,2023-10-15,Route B,Pipeline,City A,City X,37,353.31
3450,2023-10-15,Route C,Pipeline,City D,City X,89,658.28
3451,2023-10-15,Route C,Truck,City C,City Y,31,896.24
3452,2023-10-15,Route C,Rail,City D,City W,62,204.03
3453,2023-10-15,Route D,Ship,City A,City W,36,386.64
3454,2023-10-15,Route D,Truck,City A,City W,64,614.33
3455,2023-10-15,Route D,Rail,City D,City Y,80,578.85
3456,2023-10-16,Route A,Rail,City D,City Y,17,326.92
3457,2023-10-16,Route A,Pipeline,City B,City W,96,47.8
3458,2023-10-16,Route A,Pipeline,City C,City X,52,647.11
3459,2023-10-16,Route B,Ship,City C,City X,90,276.63
3460,2023-10-16,Route B,Truck,City C,City W,49,730.41
3461,2023-10-16,Route B,Air,City D,City X,4,676.28
3462,2023-10-16,Route C,Ship,City C,City Y,100,749.01
3463,2023-10-16,Route C,Air,City C,City Z,24,934.89
3464,2023-10-16,Route C,Rail,City D,City W,26,148.95
3465,2023-10-16,Route D,Pipeline,City C,City Y,82,254.16
3466,2023-10-16,Route D,Ship,City C,City W,29,867.63
3467,2023-10-16,Route D,Ship,City A,City Z,52,172.78
3468,2023-10-17,Route A,Truck,City C,City Y,69,763.88
3469,2023-10-17,Route A,Rail,City B,City Z,50,176.0
3470,2023-10-17,Route A,Pipeline,City B,City W,76,229.44
3471,2023-10-17,Route B,Ship,City C,City Z,14,231.32
3472,2023-10-17,Route B,Pipeline,City A,City W,48,372.15
3473,2023-10-17,Route B,Rail,City C,City W,72,331.13
3474,2023-10-17,Route C,Pipeline,City C,City W,99,683.3
3475,2023-10-17,Route C,Air,City B,City X,25,313.55
3476,2023-10-17,Route C,Pipeline,City A,City X,15,914.74
3477,2023-10-17,Route D,Pipeline,City D,City Y,7,207.16
3478,2023-10-17,Route D,Air,City B,City Z,5,95.15
3479,2023-10-17,Route D,Air,City B,City W,40,97.33
3480,2023-10-18,Route A,Air,City D,City X,42,829.32
3481,2023-10-18,Route A,Ship,City A,City Y,94,181.77
3482,2023-10-18,Route A,Pipeline,City B,City W,61,730.56
3483,2023-10-18,Route B,Pipeline,City A,City Y,55,452.85
3484,2023-10-18,Route B,Air,City A,City X,80,273.1
3485,2023-10-18,Route B,Ship,City A,City Z,99,794.53
3486,2023-10-18,Route C,Truck,City C,City Y,59,389.1
3487,2023-10-18,Route C,Pipeline,City A,City W,72,69.54
3488,2023-10-18,Route C,Ship,City D,City X,35,367.38
3489,2023-10-18,Route D,Ship,City C,City W,21,891.28
3490,2023-10-18,Route D,Air,City D,City W,8,955.99
3491,2023-10-18,Route D,Pipeline,City D,City W,69,447.78
3492,2023-10-19,Route A,Air,City B,City Y,64,709.04
3493,2023-10-19,Route A,Pipeline,City C,City Z,70,635.85
3494,2023-10-19,Route A,Pipeline,City D,City Z,41,789.73
3495,2023-10-19,Route B,Pipeline,City C,City Y,65,137.61
3496,2023-10-19,Route B,Pipeline,City A,City X,89,433.83
3497,2023-10-19,Route B,Air,City A,City Y,1,883.67
3498,2023-10-19,Route C,Truck,City B,City Z,48,642.77
3499,2023-10-19,Route C,Pipeline,City B,City X,31,139.82
3500,2023-10-19,Route C,Truck,City C,City Z,9,216.26
3501,2023-10-19,Route D,Air,City C,City W,5,526.57
3502,2023-10-19,Route D,Rail,City B,City X,37,310.23
3503,2023-10-19,Route D,Pipeline,City D,City W,76,623.76
3504,2023-10-20,Route A,Rail,City B,City W,89,990.56
3505,2023-10-20,Route A,Ship,City D,City W,82,790.94
3506,2023-10-20,Route A,Air,City D,City Y,96,16.3
3507,2023-10-20,Route B,Air,City B,City Z,37,217.06
3508,2023-10-20,Route B,Truck,City B,City Y,91,547.93
3509,2023-10-20,Route B,Truck,City B,City Y,9,135.03
3510,2023-10-20,Route C,Pipeline,City B,City X,81,311.82
3511,2023-10-20,Route C,Truck,City A,City W,95,18.03
3512,2023-10-20,Route C,Truck,City B,City W,34,494.64
3513,2023-10-20,Route D,Ship,City D,City Z,4,537.19
3514,2023-10-20,Route D,Rail,City D,City X,86,461.47
3515,2023-10-20,Route D,Ship,City C,City W,60,327.64
3516,2023-10-21,Route A,Air,City C,City W,18,385.12
3517,2023-10-21,Route A,Pipeline,City A,City Z,19,622.43
3518,2023-10-21,Route A,Pipeline,City D,City W,85,558.26
3519,2023-10-21,Route B,Truck,City D,City X,71,870.34
3520,2023-10-21,Route B,Rail,City A,City W,23,72.69
3521,2023-10-21,Route B,Ship,City B,City W,92,731.02
3522,2023-10-21,Route C,Pipeline,City B,City X,42,189.97
3523,2023-10-21,Route C,Ship,City B,City W,22,955.79
3524,2023-10-21,Route C,Rail,City C,City X,82,310.17
3525,2023-10-21,Route D,Pipeline,City B,City Y,22,331.85
3526,2023-10-21,Route D,Air,City B,City Y,41,560.38
3527,2023-10-21,Route D,Air,City C,City W,16,494.21
3528,2023-10-22,Route A,Rail,City D,City Y,21,810.16
3529,2023-10-22,Route A,Air,City B,City X,74,339.3
3530,2023-10-22,Route A,Air,City D,City X,24,894.34
3531,2023-10-22,Route B,Pipeline,City D,City X,24,575.33
3532,2023-10-22,Route B,Rail,City A,City Y,8,337.8
3533,2023-10-22,Route B,Pipeline,City D,City W,93,121.39
3534,2023-10-22,Route C,Rail,City C,City Y,75,951.72
3535,2023-10-22,Route C,Pipeline,City B,City Y,20,37.8
3536,2023-10-22,Route C,Truck,City B,City Z,51,731.91
3537,2023-10-22,Route D,Truck,City B,City Y,5,884.54
3538,2023-10-22,Route D,Air,City D,City W,67,508.43
3539,2023-10-22,Route D,Pipeline,City D,City Z,88,218.48
3540,2023-10-23,Route A,Air,City C,City Y,31,641.05
3541,2023-10-23,Route A,Rail,City A,City X,26,27.16
3542,2023-10-23,Route A,Air,City B,City W,83,91.19
3543,2023-10-23,Route B,Pipeline,City C,City X,59,75.74
3544,2023-10-23,Route B,Ship,City B,City X,3,781.16
3545,2023-10-23,Route B,Pipeline,City B,City Z,85,33.79
3546,2023-10-23,Route C,Air,City B,City W,36,657.22
3547,2023-10-23,Route C,Pipeline,City B,City X,79,825.02
3548,2023-10-23,Route C,Truck,City D,City W,11,218.31
3549,2023-10-23,Route D,Pipeline,City D,City X,78,967.74
3550,2023-10-23,Route D,Ship,City D,City X,82,159.42
3551,2023-10-23,Route D,Ship,City A,City Y,21,126.9
3552,2023-10-24,Route A,Rail,City D,City W,97,663.58
3553,2023-10-24,Route A,Truck,City A,City X,15,121.58
3554,2023-10-24,Route A,Rail,City A,City Y,24,51.43
3555,2023-10-24,Route B,Pipeline,City A,City W,18,725.77
3556,2023-10-24,Route B,Pipeline,City D,City Y,26,926.23
3557,2023-10-24,Route B,Ship,City A,City Z,74,200.52
3558,2023-10-24,Route C,Rail,City C,City Y,69,23.27
3559,2023-10-24,Route C,Ship,City D,City Z,100,525.78
3560,2023-10-24,Route C,Ship,City C,City Y,13,99.2
3561,2023-10-24,Route D,Truck,City D,City Y,44,861.25
3562,2023-10-24,Route D,Pipeline,City C,City Y,20,600.36
3563,2023-10-24,Route D,Rail,City B,City X,76,201.72
3564,2023-10-25,Route A,Air,City C,City W,9,812.36
3565,2023-10-25,Route A,Truck,City B,City Z,17,781.43
3566,2023-10-25,Route A,Pipeline,City D,City X,100,106.2
3567,2023-10-25,Route B,Rail,City A,City Y,36,198.85
3568,2023-10-25,Route B,Air,City C,City Z,50,313.88
3569,2023-10-25,Route B,Ship,City B,City X,34,942.1
3570,2023-10-25,Route C,Ship,City A,City Y,62,930.88
3571,2023-10-25,Route C,Rail,City A,City Z,79,170.33
3572,2023-10-25,Route C,Ship,City D,City Z,8,174.69
3573,2023-10-25,Route D,Pipeline,City A,City W,93,724.33
3574,2023-10-25,Route D,Truck,City D,City W,76,32.16
3575,2023-10-25,Route D,Ship,City B,City Y,37,535.74
3576,2023-10-26,Route A,Truck,City C,City Z,34,953.39
3577,2023-10-26,Route A,Ship,City A,City Y,90,713.23
3578,2023-10-26,Route A,Air,City A,City Y,8,133.45
3579,2023-10-26,Route B,Pipeline,City C,City W,64,568.78
3580,2023-10-26,Route B,Rail,City C,City W,40,626.68
3581,2023-10-26,Route B,Air,City D,City Z,48,292.19
3582,2023-10-26,Route C,Ship,City B,City Z,62,843.16
3583,2023-10-26,Route C,Ship,City C,City W,56,12.7
3584,2023-10-26,Route C,Truck,City A,City X,66,131.41
3585,2023-10-26,Route D,Ship,City A,City W,71,237.55
3586,2023-10-26,Route D,Rail,City D,City Z,98,943.78
3587,2023-10-26,Route D,Rail,City B,City W,67,52.2
3588,2023-10-27,Route A,Truck,City A,City Z,58,116.33
3589,2023-10-27,Route A,Pipeline,City A,City X,44,707.26
3590,2023-10-27,Route A,Rail,City A,City Y,66,52.03
3591,2023-10-27,Route B,Rail,City A,City Y,7,467.33
3592,2023-10-27,Route B,Ship,City C,City X,7,814.87
3593,2023-10-27,Route B,Air,City C,City Z,63,307.23
3594,2023-10-27,Route C,Rail,City B,City X,91,204.59
3595,2023-10-27,Route C,Truck,City D,City Y,45,536.37
3596,2023-10-27,Route C,Pipeline,City C,City W,55,706.37
3597,2023-10-27,Route D,Pipeline,City C,City W,4,212.52
3598,2023-10-27,Route D,Pipeline,City A,City Z,26,999.76
3599,2023-10-27,Route D,Ship,City D,City Y,57,922.75
3600,2023-10-28,Route A,Rail,City D,City W,20,88.14
3601,2023-10-28,Route A,Pipeline,City A,City Y,18,702.48
3602,2023-10-28,Route A,Rail,City A,City X,8,980.02
3603,2023-10-28,Route B,Rail,City D,City W,13,317.5
3604,2023-10-28,Route B,Air,City A,City X,15,60.07
3605,2023-10-28,Route B,Pipeline,City D,City W,16,914.79
3606,2023-10-28,Route C,Truck,City A,City Z,75,243.59
3607,2023-10-28,Route C,Pipeline,City A,City Z,74,13.0
3608,2023-10-28,Route C,Ship,City A,City Z,23,51.87
3609,2023-10-28,Route D,Pipeline,City A,City Z,83,831.83
3610,2023-10-28,Route D,Rail,City D,City W,82,231.44
3611,2023-10-28,Route D,Truck,City B,City W,76,444.63
3612,2023-10-29,Route A,Truck,City D,City W,78,560.98
3613,2023-10-29,Route A,Air,City A,City W,49,955.9
3614,2023-10-29,Route A,Ship,City B,City W,37,953.02
3615,2023-10-29,Route B,Rail,City D,City Z,32,240.97
3616,2023-10-29,Route B,Ship,City C,City W,24,218.83
3617,2023-10-29,Route B,Pipeline,City C,City X,79,451.61
3618,2023-10-29,Route C,Truck,City A,City Z,22,884.59
3619,2023-10-29,Route C,Ship,City A,City Y,60,60.47
3620,2023-10-29,Route C,Rail,City B,City X,12,416.63
3621,2023-10-29,Route D,Ship,City A,City Z,13,851.12
3622,2023-10-29,Route D,Pipeline,City A,City Y,48,687.5
3623,2023-10-29,Route D,Pipeline,City D,City Y,15,92.67
3624,2023-10-30,Route A,Rail,City A,City Z,85,513.14
3625,2023-10-30,Route A,Truck,City D,City Z,39,539.75
3626,2023-10-30,Route A,Ship,City A,City W,46,526.73
3627,2023-10-30,Route B,Ship,City D,City Z,57,933.18
3628,2023-10-30,Route B,Pipeline,City B,City X,4,266.91
3629,2023-10-30,Route B,Truck,City D,City W,41,478.54
3630,2023-10-30,Route C,Truck,City B,City Y,49,567.79
3631,2023-10-30,Route C,Air,City D,City X,98,651.47
3632,2023-10-30,Route C,Truck,City B,City W,87,818.97
3633,2023-10-30,Route D,Air,City B,City W,72,904.77
3634,2023-10-30,Route D,Ship,City D,City W,75,943.84
3635,2023-10-30,Route D,Rail,City A,City Z,6,592.95
3636,2023-10-31,Route A,Ship,City A,City Z,12,792.22
3637,2023-10-31,Route A,Rail,City A,City Z,55,53.58
3638,2023-10-31,Route A,Pipeline,City B,City Y,63,291.28
3639,2023-10-31,Route B,Pipeline,City B,City Z,93,383.61
3640,2023-10-31,Route B,Truck,City D,City W,24,299.92
3641,2023-10-31,Route B,Truck,City D,City Z,79,382.55
3642,2023-10-31,Route C,Pipeline,City B,City Z,79,435.02
3643,2023-10-31,Route C,Air,City D,City Z,20,74.11
3644,2023-10-31,Route C,Truck,City B,City Z,14,392.08
3645,2023-10-31,Route D,Ship,City C,City Y,81,412.56
3646,2023-10-31,Route D,Pipeline,City B,City X,65,967.98
3647,2023-10-31,Route D,Ship,City C,City W,69,699.72
3648,2023-11-01,Route A,Ship,City A,City W,18,985.16
3649,2023-11-01,Route A,Rail,City D,City Y,97,531.94
3650,2023-11-01,Route A,Pipeline,City A,City W,3,627.01
3651,2023-11-01,Route B,Truck,City A,City Z,10,222.31
3652,2023-11-01,Route B,Truck,City B,City Z,85,757.94
3653,2023-11-01,Route B,Pipeline,City B,City Y,92,413.31
3654,2023-11-01,Route C,Ship,City B,City W,93,413.56
3655,2023-11-01,Route C,Truck,City C,City Y,32,53.35
3656,2023-11-01,Route C,Air,City C,City X,52,339.13
3657,2023-11-01,Route D,Truck,City B,City Z,36,752.97
3658,2023-11-01,Route D,Rail,City B,City Z,16,620.12
3659,2023-11-01,Route D,Rail,City C,City X,25,700.04
3660,2023-11-02,Route A,Air,City A,City W,52,846.68
3661,2023-11-02,Route A,Rail,City D,City X,99,520.63
3662,2023-11-02,Route A,Air,City A,City X,52,467.11
3663,2023-11-02,Route B,Pipeline,City B,City X,35,88.82
3664,2023-11-02,Route B,Air,City D,City X,29,841.34
3665,2023-11-02,Route B,Pipeline,City B,City W,81,382.77
3666,2023-11-02,Route C,Air,City D,City Y,90,975.5
3667,2023-11-02,Route C,Rail,City D,City Z,65,387.35
3668,2023-11-02,Route C,Air,City A,City Z,44,592.47
3669,2023-11-02,Route D,Air,City A,City X,16,617.56
3670,2023-11-02,Route D,Pipeline,City B,City X,88,783.24
3671,2023-11-02,Route D,Air,City B,City W,89,54.04
3672,2023-11-03,Route A,Truck,City A,City W,11,428.26
3673,2023-11-03,Route A,Truck,City B,City W,27,427.04
3674,2023-11-03,Route A,Ship,City D,City Y,13,519.52
3675,2023-11-03,Route B,Air,City C,City Z,77,65.25
3676,2023-11-03,Route B,Rail,City A,City X,4,598.18
3677,2023-11-03,Route B,Pipeline,City C,City Y,39,535.05
3678,2023-11-03,Route C,Pipeline,City C,City Y,7,300.38
3679,2023-11-03,Route C,Rail,City D,City Z,95,862.95
3680,2023-11-03,Route C,Pipeline,City D,City W,64,416.36
3681,2023-11-03,Route D,Air,City D,City Z,21,24.21
3682,2023-11-03,Route D,Air,City C,City W,47,495.13
3683,2023-11-03,Route D,Rail,City C,City X,74,456.12
3684,2023-11-04,Route A,Air,City C,City Y,25,783.45
3685,2023-11-04,Route A,Pipeline,City A,City W,17,250.09
3686,2023-11-04,Route A,Air,City C,City W,49,785.45
3687,2023-11-04,Route B,Ship,City D,City Z,90,296.3
3688,2023-11-04,Route B,Truck,City D,City Z,78,612.16
3689,2023-11-04,Route B,Ship,City A,City X,89,932.6
3690,2023-11-04,Route C,Rail,City B,City Y,16,183.16
3691,2023-11-04,Route C,Air,City B,City W,55,964.69
3692,2023-11-04,Route C,Rail,City D,City Z,52,142.99
3693,2023-11-04,Route D,Air,City A,City W,4,112.62
3694,2023-11-04,Route D,Ship,City C,City X,12,378.78
3695,2023-11-04,Route D,Pipeline,City C,City W,8,16.06
3696,2023-11-05,Route A,Pipeline,City A,City X,61,592.92
3697,2023-11-05,Route A,Rail,City D,City W,72,136.57
3698,2023-11-05,Route A,Truck,City B,City Z,57,931.42
3699,2023-11-05,Route B,Truck,City C,City W,18,994.27
3700,2023-11-05,Route B,Rail,City C,City Y,82,813.87
3701,2023-11-05,Route B,Truck,City B,City X,22,62.94
3702,2023-11-05,Route C,Pipeline,City C,City Y,95,762.12
3703,2023-11-05,Route C,Rail,City C,City Y,56,352.26
3704,2023-11-05,Route C,Pipeline,City D,City X,60,558.57
3705,2023-11-05,Route D,Ship,City C,City Z,66,183.08
3706,2023-11-05,Route D,Ship,City A,City Y,65,331.06
3707,2023-11-05,Route D,Air,City C,City Z,7,41.12
3708,2023-11-06,Route A,Rail,City C,City Z,84,373.75
3709,2023-11-06,Route A,Rail,City C,City Y,26,847.05
3710,2023-11-06,Route A,Truck,City A,City Y,25,162.62
3711,2023-11-06,Route B,Rail,City C,City W,88,940.68
3712,2023-11-06,Route B,Truck,City D,City W,100,404.16
3713,2023-11-06,Route B,Ship,City B,City Z,83,645.1
3714,2023-11-06,Route C,Ship,City D,City Y,4,199.71
3715,2023-11-06,Route C,Pipeline,City D,City Y,10,898.76
3716,2023-11-06,Route C,Air,City A,City X,9,610.67
3717,2023-11-06,Route D,Rail,City B,City X,33,335.66
3718,2023-11-06,Route D,Ship,City A,City W,78,994.39
3719,2023-11-06,Route D,Ship,City C,City Y,35,627.89
3720,2023-11-07,Route A,Ship,City C,City Y,40,21.7
3721,2023-11-07,Route A,Truck,City A,City W,57,479.43
3722,2023-11-07,Route A,Air,City A,City W,45,989.01
3723,2023-11-07,Route B,Air,City C,City Z,86,955.96
3724,2023-11-07,Route B,Air,City C,City W,7,827.59
3725,2023-11-07,Route B,Ship,City C,City X,61,606.74
3726,2023-11-07,Route C,Ship,City D,City X,2,645.37
3727,2023-11-07,Route C,Air,City B,City X,19,541.26
3728,2023-11-07,Route C,Pipeline,City C,City W,80,572.22
3729,2023-11-07,Route D,Rail,City B,City X,40,993.28
3730,2023-11-07,Route D,Air,City D,City Y,62,113.61
3731,2023-11-07,Route D,Rail,City B,City Z,49,240.23
3732,2023-11-08,Route A,Truck,City D,City Z,23,275.12
3733,2023-11-08,Route A,Ship,City B,City W,21,526.25
3734,2023-11-08,Route A,Ship,City A,City Y,15,985.48
3735,2023-11-08,Route B,Pipeline,City D,City X,51,920.75
3736,2023-11-08,Route B,Ship,City B,City Y,67,868.26
3737,2023-11-08,Route B,Truck,City B,City Y,19,129.92
3738,2023-11-08,Route C,Truck,City A,City Y,30,183.97
3739,2023-11-08,Route C,Truck,City A,City X,89,526.8
3740,2023-11-08,Route C,Rail,City D,City W,15,54.86
3741,2023-11-08,Route D,Truck,City D,City W,16,21.09
3742,2023-11-08,Route D,Truck,City C,City Y,48,389.88
