,Timestamp,Inventory Location Identifier,Product Identifier,Inventory Quantity,Safety Stock Levels,Carrying Costs
3250,2023-09-28,Distribution Center Y,PROD002,894,88,0.75
3251,2023-09-28,Distribution Center Y,PROD003,321,94,0.11
3252,2023-09-29,Warehouse A,PROD001,286,117,0.65
3253,2023-09-29,Warehouse A,PROD002,150,139,0.46
3254,2023-09-29,Warehouse A,PROD003,659,76,0.9
3255,2023-09-29,Warehouse B,PROD001,639,150,0.66
3256,2023-09-29,Warehouse B,PROD002,452,139,0.41
3257,2023-09-29,Warehouse B,PROD003,831,150,0.68
3258,2023-09-29,Distribution Center X,PROD001,794,75,0.89
3259,2023-09-29,Distribution Center X,PROD002,86,54,0.58
3260,2023-09-29,Distribution Center X,PROD003,399,142,0.75
3261,2023-09-29,Distribution Center Y,PROD001,900,66,0.57
3262,2023-09-29,Distribution Center Y,PROD002,553,86,0.29
3263,2023-09-29,Distribution Center Y,PROD003,523,120,0.38
3264,2023-09-30,Warehouse A,PROD001,348,146,0.67
3265,2023-09-30,Warehouse A,PROD002,23,53,0.9
3266,2023-09-30,Warehouse A,PROD003,552,125,0.33
3267,2023-09-30,Warehouse B,PROD001,852,149,0.37
3268,2023-09-30,Warehouse B,PROD002,432,114,0.2
3269,2023-09-30,Warehouse B,PROD003,61,97,0.33
3270,2023-09-30,Distribution Center X,PROD001,519,95,0.21
3271,2023-09-30,Distribution Center X,PROD002,774,133,0.95
3272,2023-09-30,Distribution Center X,PROD003,459,88,0.62
3273,2023-09-30,Distribution Center Y,PROD001,5,108,0.41
3274,2023-09-30,Distribution Center Y,PROD002,241,145,0.99
3275,2023-09-30,Distribution Center Y,PROD003,579,141,0.9
3276,2023-10-01,Warehouse A,PROD001,642,135,0.58
3277,2023-10-01,Warehouse A,PROD002,609,79,0.42
3278,2023-10-01,Warehouse A,PROD003,291,135,0.81
3279,2023-10-01,Warehouse B,PROD001,732,123,0.71
3280,2023-10-01,Warehouse B,PROD002,731,98,0.57
3281,2023-10-01,Warehouse B,PROD003,253,63,0.4
3282,2023-10-01,Distribution Center X,PROD001,596,74,0.84
3283,2023-10-01,Distribution Center X,PROD002,369,108,0.19
3284,2023-10-01,Distribution Center X,PROD003,728,104,0.85
3285,2023-10-01,Distribution Center Y,PROD001,83,61,0.16
3286,2023-10-01,Distribution Center Y,PROD002,909,66,0.53
3287,2023-10-01,Distribution Center Y,PROD003,456,59,0.43
3288,2023-10-02,Warehouse A,PROD001,538,101,0.63
3289,2023-10-02,Warehouse A,PROD002,531,149,0.46
3290,2023-10-02,Warehouse A,PROD003,270,124,0.55
3291,2023-10-02,Warehouse B,PROD001,433,106,0.72
3292,2023-10-02,Warehouse B,PROD002,970,112,0.76
3293,2023-10-02,Warehouse B,PROD003,426,70,0.23
3294,2023-10-02,Distribution Center X,PROD001,130,112,0.74
3295,2023-10-02,Distribution Center X,PROD002,132,140,0.56
3296,2023-10-02,Distribution Center X,PROD003,541,65,0.73
3297,2023-10-02,Distribution Center Y,PROD001,466,110,0.13
3298,2023-10-02,Distribution Center Y,PROD002,160,121,0.43
3299,2023-10-02,Distribution Center Y,PROD003,974,65,0.64
3300,2023-10-03,Warehouse A,PROD001,418,64,0.21
3301,2023-10-03,Warehouse A,PROD002,585,87,0.14
3302,2023-10-03,Warehouse A,PROD003,156,65,0.43
3303,2023-10-03,Warehouse B,PROD001,383,88,0.36
3304,2023-10-03,Warehouse B,PROD002,28,68,0.23
3305,2023-10-03,Warehouse B,PROD003,603,103,0.14
3306,2023-10-03,Distribution Center X,PROD001,915,89,0.9
3307,2023-10-03,Distribution Center X,PROD002,220,73,0.84
3308,2023-10-03,Distribution Center X,PROD003,500,50,0.21
3309,2023-10-03,Distribution Center Y,PROD001,357,58,0.88
3310,2023-10-03,Distribution Center Y,PROD002,427,111,0.62
3311,2023-10-03,Distribution Center Y,PROD003,579,107,0.91
3312,2023-10-04,Warehouse A,PROD001,800,98,0.53
3313,2023-10-04,Warehouse A,PROD002,737,127,0.22
3314,2023-10-04,Warehouse A,PROD003,141,114,0.67
3315,2023-10-04,Warehouse B,PROD001,779,107,0.7
3316,2023-10-04,Warehouse B,PROD002,152,143,0.39
3317,2023-10-04,Warehouse B,PROD003,819,129,0.7
3318,2023-10-04,Distribution Center X,PROD001,419,99,0.31
3319,2023-10-04,Distribution Center X,PROD002,404,93,0.59
3320,2023-10-04,Distribution Center X,PROD003,981,135,0.9
3321,2023-10-04,Distribution Center Y,PROD001,753,85,0.68
3322,2023-10-04,Distribution Center Y,PROD002,886,71,0.74
3323,2023-10-04,Distribution Center Y,PROD003,585,130,0.82
3324,2023-10-05,Warehouse A,PROD001,724,89,0.6
3325,2023-10-05,Warehouse A,PROD002,126,132,0.6
3326,2023-10-05,Warehouse A,PROD003,197,129,0.59
3327,2023-10-05,Warehouse B,PROD001,775,56,0.96
3328,2023-10-05,Warehouse B,PROD002,534,74,0.78
3329,2023-10-05,Warehouse B,PROD003,514,52,0.21
3330,2023-10-05,Distribution Center X,PROD001,958,118,0.26
3331,2023-10-05,Distribution Center X,PROD002,19,85,0.81
3332,2023-10-05,Distribution Center X,PROD003,251,140,0.86
3333,2023-10-05,Distribution Center Y,PROD001,593,106,0.18
3334,2023-10-05,Distribution Center Y,PROD002,546,127,0.39
3335,2023-10-05,Distribution Center Y,PROD003,603,55,0.54
3336,2023-10-06,Warehouse A,PROD001,956,52,0.41
3337,2023-10-06,Warehouse A,PROD002,184,103,0.12
3338,2023-10-06,Warehouse A,PROD003,540,90,0.44
3339,2023-10-06,Warehouse B,PROD001,93,64,0.98
3340,2023-10-06,Warehouse B,PROD002,554,71,0.36
3341,2023-10-06,Warehouse B,PROD003,187,82,0.79
3342,2023-10-06,Distribution Center X,PROD001,157,89,0.96
3343,2023-10-06,Distribution Center X,PROD002,694,71,0.15
3344,2023-10-06,Distribution Center X,PROD003,984,91,0.26
3345,2023-10-06,Distribution Center Y,PROD001,730,57,0.37
3346,2023-10-06,Distribution Center Y,PROD002,101,90,0.23
3347,2023-10-06,Distribution Center Y,PROD003,914,91,0.33
3348,2023-10-07,Warehouse A,PROD001,964,65,0.15
3349,2023-10-07,Warehouse A,PROD002,245,146,0.64
3350,2023-10-07,Warehouse A,PROD003,242,113,0.56
3351,2023-10-07,Warehouse B,PROD001,516,99,0.95
3352,2023-10-07,Warehouse B,PROD002,275,57,0.39
3353,2023-10-07,Warehouse B,PROD003,566,102,0.16
3354,2023-10-07,Distribution Center X,PROD001,29,102,0.67
3355,2023-10-07,Distribution Center X,PROD002,935,52,0.34
3356,2023-10-07,Distribution Center X,PROD003,986,125,0.71
3357,2023-10-07,Distribution Center Y,PROD001,252,147,0.6
3358,2023-10-07,Distribution Center Y,PROD002,804,66,0.37
3359,2023-10-07,Distribution Center Y,PROD003,416,107,0.18
3360,2023-10-08,Warehouse A,PROD001,651,114,0.28
3361,2023-10-08,Warehouse A,PROD002,991,68,0.44
3362,2023-10-08,Warehouse A,PROD003,172,150,0.32
3363,2023-10-08,Warehouse B,PROD001,975,104,0.97
3364,2023-10-08,Warehouse B,PROD002,568,107,0.14
3365,2023-10-08,Warehouse B,PROD003,832,109,0.97
3366,2023-10-08,Distribution Center X,PROD001,635,87,0.69
3367,2023-10-08,Distribution Center X,PROD002,171,50,0.15
3368,2023-10-08,Distribution Center X,PROD003,943,111,0.35
3369,2023-10-08,Distribution Center Y,PROD001,256,137,0.44
3370,2023-10-08,Distribution Center Y,PROD002,359,130,0.29
3371,2023-10-08,Distribution Center Y,PROD003,860,115,0.35
3372,2023-10-09,Warehouse A,PROD001,165,144,0.58
3373,2023-10-09,Warehouse A,PROD002,71,88,0.18
3374,2023-10-09,Warehouse A,PROD003,715,65,0.85
3375,2023-10-09,Warehouse B,PROD001,742,121,1.0
3376,2023-10-09,Warehouse B,PROD002,899,105,0.29
3377,2023-10-09,Warehouse B,PROD003,516,90,0.9
3378,2023-10-09,Distribution Center X,PROD001,968,93,0.67
3379,2023-10-09,Distribution Center X,PROD002,770,140,0.51
3380,2023-10-09,Distribution Center X,PROD003,251,134,0.98
3381,2023-10-09,Distribution Center Y,PROD001,349,76,0.51
3382,2023-10-09,Distribution Center Y,PROD002,613,92,0.11
3383,2023-10-09,Distribution Center Y,PROD003,708,67,0.68
3384,2023-10-10,Warehouse A,PROD001,2,127,0.53
3385,2023-10-10,Warehouse A,PROD002,923,51,0.71
3386,2023-10-10,Warehouse A,PROD003,423,121,0.91
3387,2023-10-10,Warehouse B,PROD001,720,112,0.79
3388,2023-10-10,Warehouse B,PROD002,551,60,0.81
3389,2023-10-10,Warehouse B,PROD003,664,133,0.17
3390,2023-10-10,Distribution Center X,PROD001,31,135,0.5
3391,2023-10-10,Distribution Center X,PROD002,126,95,0.97
3392,2023-10-10,Distribution Center X,PROD003,385,126,0.42
3393,2023-10-10,Distribution Center Y,PROD001,181,148,0.83
3394,2023-10-10,Distribution Center Y,PROD002,8,65,0.52
3395,2023-10-10,Distribution Center Y,PROD003,958,74,0.5
3396,2023-10-11,Warehouse A,PROD001,226,145,0.12
3397,2023-10-11,Warehouse A,PROD002,287,137,0.93
3398,2023-10-11,Warehouse A,PROD003,366,74,0.18
3399,2023-10-11,Warehouse B,PROD001,628,130,0.37
3400,2023-10-11,Warehouse B,PROD002,735,78,0.31
3401,2023-10-11,Warehouse B,PROD003,505,96,0.13
3402,2023-10-11,Distribution Center X,PROD001,504,140,0.74
3403,2023-10-11,Distribution Center X,PROD002,214,50,0.28
3404,2023-10-11,Distribution Center X,PROD003,840,131,0.46
3405,2023-10-11,Distribution Center Y,PROD001,890,85,0.61
3406,2023-10-11,Distribution Center Y,PROD002,505,71,0.6
3407,2023-10-11,Distribution Center Y,PROD003,675,144,0.61
3408,2023-10-12,Warehouse A,PROD001,698,127,0.61
3409,2023-10-12,Warehouse A,PROD002,66,125,0.22
3410,2023-10-12,Warehouse A,PROD003,66,66,0.33
3411,2023-10-12,Warehouse B,PROD001,583,79,0.89
3412,2023-10-12,Warehouse B,PROD002,746,150,0.35
3413,2023-10-12,Warehouse B,PROD003,868,136,0.12
3414,2023-10-12,Distribution Center X,PROD001,993,138,0.71
3415,2023-10-12,Distribution Center X,PROD002,629,82,0.71
3416,2023-10-12,Distribution Center X,PROD003,904,108,0.1
3417,2023-10-12,Distribution Center Y,PROD001,437,132,0.71
3418,2023-10-12,Distribution Center Y,PROD002,665,56,0.87
3419,2023-10-12,Distribution Center Y,PROD003,330,105,0.86
3420,2023-10-13,Warehouse A,PROD001,416,85,0.21
3421,2023-10-13,Warehouse A,PROD002,530,109,0.55
3422,2023-10-13,Warehouse A,PROD003,529,147,0.14
3423,2023-10-13,Warehouse B,PROD001,738,78,0.14
3424,2023-10-13,Warehouse B,PROD002,940,103,0.58
3425,2023-10-13,Warehouse B,PROD003,323,50,0.45
3426,2023-10-13,Distribution Center X,PROD001,342,60,0.89
3427,2023-10-13,Distribution Center X,PROD002,827,53,0.99
3428,2023-10-13,Distribution Center X,PROD003,231,138,0.48
3429,2023-10-13,Distribution Center Y,PROD001,76,81,0.28
3430,2023-10-13,Distribution Center Y,PROD002,337,89,0.16
3431,2023-10-13,Distribution Center Y,PROD003,640,62,0.13
3432,2023-10-14,Warehouse A,PROD001,442,53,0.63
3433,2023-10-14,Warehouse A,PROD002,641,92,0.86
3434,2023-10-14,Warehouse A,PROD003,253,63,0.53
3435,2023-10-14,Warehouse B,PROD001,981,93,0.85
3436,2023-10-14,Warehouse B,PROD002,841,92,0.57
3437,2023-10-14,Warehouse B,PROD003,242,59,0.8
3438,2023-10-14,Distribution Center X,PROD001,634,106,0.79
3439,2023-10-14,Distribution Center X,PROD002,640,107,0.62
3440,2023-10-14,Distribution Center X,PROD003,87,57,0.93
3441,2023-10-14,Distribution Center Y,PROD001,386,90,0.9
3442,2023-10-14,Distribution Center Y,PROD002,710,58,0.8
3443,2023-10-14,Distribution Center Y,PROD003,63,106,0.15
3444,2023-10-15,Warehouse A,PROD001,625,130,0.49
3445,2023-10-15,Warehouse A,PROD002,104,136,0.15
3446,2023-10-15,Warehouse A,PROD003,53,87,0.86
3447,2023-10-15,Warehouse B,PROD001,411,62,0.66
3448,2023-10-15,Warehouse B,PROD002,420,79,0.88
3449,2023-10-15,Warehouse B,PROD003,806,134,0.66
3450,2023-10-15,Distribution Center X,PROD001,464,99,0.52
3451,2023-10-15,Distribution Center X,PROD002,438,129,0.66
3452,2023-10-15,Distribution Center X,PROD003,347,133,0.94
3453,2023-10-15,Distribution Center Y,PROD001,801,53,0.51
3454,2023-10-15,Distribution Center Y,PROD002,336,125,0.27
3455,2023-10-15,Distribution Center Y,PROD003,105,51,0.64
3456,2023-10-16,Warehouse A,PROD001,69,125,0.81
3457,2023-10-16,Warehouse A,PROD002,198,123,0.21
3458,2023-10-16,Warehouse A,PROD003,521,82,0.42
3459,2023-10-16,Warehouse B,PROD001,492,142,0.66
3460,2023-10-16,Warehouse B,PROD002,190,81,0.22
3461,2023-10-16,Warehouse B,PROD003,45,57,0.21
3462,2023-10-16,Distribution Center X,PROD001,598,105,0.56
3463,2023-10-16,Distribution Center X,PROD002,667,146,0.42
3464,2023-10-16,Distribution Center X,PROD003,597,119,0.8
3465,2023-10-16,Distribution Center Y,PROD001,150,110,0.38
3466,2023-10-16,Distribution Center Y,PROD002,351,87,0.43
3467,2023-10-16,Distribution Center Y,PROD003,8,116,0.63
3468,2023-10-17,Warehouse A,PROD001,694,68,0.15
3469,2023-10-17,Warehouse A,PROD002,519,121,0.87
3470,2023-10-17,Warehouse A,PROD003,432,94,0.28
3471,2023-10-17,Warehouse B,PROD001,205,131,0.92
3472,2023-10-17,Warehouse B,PROD002,804,58,0.41
3473,2023-10-17,Warehouse B,PROD003,683,110,0.73
3474,2023-10-17,Distribution Center X,PROD001,478,126,0.72
3475,2023-10-17,Distribution Center X,PROD002,872,124,0.61
3476,2023-10-17,Distribution Center X,PROD003,343,128,0.37
3477,2023-10-17,Distribution Center Y,PROD001,336,70,0.19
3478,2023-10-17,Distribution Center Y,PROD002,897,55,0.55
3479,2023-10-17,Distribution Center Y,PROD003,942,50,0.67
3480,2023-10-18,Warehouse A,PROD001,709,79,0.52
3481,2023-10-18,Warehouse A,PROD002,218,80,0.53
3482,2023-10-18,Warehouse A,PROD003,786,92,0.83
3483,2023-10-18,Warehouse B,PROD001,384,76,0.46
3484,2023-10-18,Warehouse B,PROD002,845,50,0.43
3485,2023-10-18,Warehouse B,PROD003,75,95,0.13
3486,2023-10-18,Distribution Center X,PROD001,117,68,0.36
3487,2023-10-18,Distribution Center X,PROD002,199,130,0.63
3488,2023-10-18,Distribution Center X,PROD003,783,96,0.14
3489,2023-10-18,Distribution Center Y,PROD001,30,75,0.28
3490,2023-10-18,Distribution Center Y,PROD002,178,78,0.9
3491,2023-10-18,Distribution Center Y,PROD003,736,72,0.41
3492,2023-10-19,Warehouse A,PROD001,567,81,0.26
3493,2023-10-19,Warehouse A,PROD002,22,72,0.86
3494,2023-10-19,Warehouse A,PROD003,932,62,0.12
3495,2023-10-19,Warehouse B,PROD001,693,67,0.44
3496,2023-10-19,Warehouse B,PROD002,806,64,0.4
3497,2023-10-19,Warehouse B,PROD003,215,89,0.51
3498,2023-10-19,Distribution Center X,PROD001,378,97,0.69
3499,2023-10-19,Distribution Center X,PROD002,963,117,0.98
3500,2023-10-19,Distribution Center X,PROD003,638,105,0.89
3501,2023-10-19,Distribution Center Y,PROD001,66,65,0.23
3502,2023-10-19,Distribution Center Y,PROD002,946,66,0.82
3503,2023-10-19,Distribution Center Y,PROD003,196,118,0.44
3504,2023-10-20,Warehouse A,PROD001,383,90,0.64
3505,2023-10-20,Warehouse A,PROD002,1000,131,0.32
3506,2023-10-20,Warehouse A,PROD003,47,147,0.65
3507,2023-10-20,Warehouse B,PROD001,193,118,0.36
3508,2023-10-20,Warehouse B,PROD002,152,91,0.32
3509,2023-10-20,Warehouse B,PROD003,644,85,0.89
3510,2023-10-20,Distribution Center X,PROD001,871,115,0.97
3511,2023-10-20,Distribution Center X,PROD002,907,112,0.29
3512,2023-10-20,Distribution Center X,PROD003,83,150,0.52
3513,2023-10-20,Distribution Center Y,PROD001,679,128,0.16
3514,2023-10-20,Distribution Center Y,PROD002,520,99,0.78
3515,2023-10-20,Distribution Center Y,PROD003,660,146,0.56
3516,2023-10-21,Warehouse A,PROD001,510,116,0.52
3517,2023-10-21,Warehouse A,PROD002,329,141,0.44
3518,2023-10-21,Warehouse A,PROD003,711,111,0.74
3519,2023-10-21,Warehouse B,PROD001,506,110,0.34
3520,2023-10-21,Warehouse B,PROD002,410,131,0.93
3521,2023-10-21,Warehouse B,PROD003,597,133,0.13
3522,2023-10-21,Distribution Center X,PROD001,224,75,0.51
3523,2023-10-21,Distribution Center X,PROD002,240,100,0.3
3524,2023-10-21,Distribution Center X,PROD003,435,98,0.61
3525,2023-10-21,Distribution Center Y,PROD001,957,97,0.33
3526,2023-10-21,Distribution Center Y,PROD002,86,67,0.78
3527,2023-10-21,Distribution Center Y,PROD003,302,106,0.57
3528,2023-10-22,Warehouse A,PROD001,235,124,0.14
3529,2023-10-22,Warehouse A,PROD002,524,129,0.4
3530,2023-10-22,Warehouse A,PROD003,461,109,0.49
3531,2023-10-22,Warehouse B,PROD001,376,113,0.39
3532,2023-10-22,Warehouse B,PROD002,391,53,0.26
3533,2023-10-22,Warehouse B,PROD003,239,83,0.68
3534,2023-10-22,Distribution Center X,PROD001,367,60,0.37
3535,2023-10-22,Distribution Center X,PROD002,513,115,0.59
3536,2023-10-22,Distribution Center X,PROD003,80,150,0.35
3537,2023-10-22,Distribution Center Y,PROD001,233,62,0.21
3538,2023-10-22,Distribution Center Y,PROD002,368,54,0.59
3539,2023-10-22,Distribution Center Y,PROD003,341,75,0.71
3540,2023-10-23,Warehouse A,PROD001,256,88,0.77
3541,2023-10-23,Warehouse A,PROD002,786,137,0.86
3542,2023-10-23,Warehouse A,PROD003,195,140,0.64
3543,2023-10-23,Warehouse B,PROD001,141,146,0.74
3544,2023-10-23,Warehouse B,PROD002,556,83,0.11
3545,2023-10-23,Warehouse B,PROD003,306,86,0.84
3546,2023-10-23,Distribution Center X,PROD001,801,101,0.95
3547,2023-10-23,Distribution Center X,PROD002,841,124,0.78
3548,2023-10-23,Distribution Center X,PROD003,12,110,0.69
3549,2023-10-23,Distribution Center Y,PROD001,779,69,0.88
3550,2023-10-23,Distribution Center Y,PROD002,233,79,0.75
3551,2023-10-23,Distribution Center Y,PROD003,214,110,0.31
3552,2023-10-24,Warehouse A,PROD001,601,150,0.6
3553,2023-10-24,Warehouse A,PROD002,479,142,0.83
3554,2023-10-24,Warehouse A,PROD003,348,60,0.38
3555,2023-10-24,Warehouse B,PROD001,192,104,0.79
3556,2023-10-24,Warehouse B,PROD002,714,103,0.29
3557,2023-10-24,Warehouse B,PROD003,460,121,0.13
3558,2023-10-24,Distribution Center X,PROD001,142,123,0.89
3559,2023-10-24,Distribution Center X,PROD002,312,144,0.11
3560,2023-10-24,Distribution Center X,PROD003,829,134,0.85
3561,2023-10-24,Distribution Center Y,PROD001,347,78,0.48
3562,2023-10-24,Distribution Center Y,PROD002,702,146,0.46
3563,2023-10-24,Distribution Center Y,PROD003,797,138,0.58
3564,2023-10-25,Warehouse A,PROD001,333,125,0.12
3565,2023-10-25,Warehouse A,PROD002,804,54,0.93
3566,2023-10-25,Warehouse A,PROD003,157,92,0.61
3567,2023-10-25,Warehouse B,PROD001,818,127,0.92
3568,2023-10-25,Warehouse B,PROD002,587,100,0.98
3569,2023-10-25,Warehouse B,PROD003,209,100,0.16
3570,2023-10-25,Distribution Center X,PROD001,395,74,0.53
3571,2023-10-25,Distribution Center X,PROD002,336,122,0.97
3572,2023-10-25,Distribution Center X,PROD003,654,88,0.18
3573,2023-10-25,Distribution Center Y,PROD001,106,136,0.6
3574,2023-10-25,Distribution Center Y,PROD002,32,138,0.64
3575,2023-10-25,Distribution Center Y,PROD003,27,73,0.28
3576,2023-10-26,Warehouse A,PROD001,933,99,0.36
3577,2023-10-26,Warehouse A,PROD002,238,87,0.69
3578,2023-10-26,Warehouse A,PROD003,71,108,0.15
3579,2023-10-26,Warehouse B,PROD001,530,51,0.25
3580,2023-10-26,Warehouse B,PROD002,880,102,0.45
3581,2023-10-26,Warehouse B,PROD003,113,66,0.58
3582,2023-10-26,Distribution Center X,PROD001,489,145,0.16
3583,2023-10-26,Distribution Center X,PROD002,978,76,0.22
3584,2023-10-26,Distribution Center X,PROD003,210,89,0.49
3585,2023-10-26,Distribution Center Y,PROD001,726,135,0.53
3586,2023-10-26,Distribution Center Y,PROD002,618,123,0.95
3587,2023-10-26,Distribution Center Y,PROD003,601,75,0.55
3588,2023-10-27,Warehouse A,PROD001,701,108,0.35
3589,2023-10-27,Warehouse A,PROD002,7,68,0.5
3590,2023-10-27,Warehouse A,PROD003,844,101,0.64
3591,2023-10-27,Warehouse B,PROD001,252,117,0.4
3592,2023-10-27,Warehouse B,PROD002,582,112,0.51
3593,2023-10-27,Warehouse B,PROD003,589,55,0.76
3594,2023-10-27,Distribution Center X,PROD001,294,132,0.89
3595,2023-10-27,Distribution Center X,PROD002,467,94,0.73
3596,2023-10-27,Distribution Center X,PROD003,728,88,0.45
3597,2023-10-27,Distribution Center Y,PROD001,843,72,0.47
3598,2023-10-27,Distribution Center Y,PROD002,183,129,0.76
3599,2023-10-27,Distribution Center Y,PROD003,468,99,0.92
3600,2023-10-28,Warehouse A,PROD001,187,139,0.61
3601,2023-10-28,Warehouse A,PROD002,402,139,0.95
3602,2023-10-28,Warehouse A,PROD003,245,70,0.35
3603,2023-10-28,Warehouse B,PROD001,643,118,0.36
3604,2023-10-28,Warehouse B,PROD002,938,58,0.73
3605,2023-10-28,Warehouse B,PROD003,739,77,0.92
3606,2023-10-28,Distribution Center X,PROD001,421,147,0.6
3607,2023-10-28,Distribution Center X,PROD002,377,59,0.78
3608,2023-10-28,Distribution Center X,PROD003,516,148,0.8
3609,2023-10-28,Distribution Center Y,PROD001,419,107,0.25
3610,2023-10-28,Distribution Center Y,PROD002,212,114,0.14
3611,2023-10-28,Distribution Center Y,PROD003,27,59,0.67
3612,2023-10-29,Warehouse A,PROD001,691,145,0.52
3613,2023-10-29,Warehouse A,PROD002,351,145,0.46
3614,2023-10-29,Warehouse A,PROD003,199,100,0.13
3615,2023-10-29,Warehouse B,PROD001,256,64,0.74
3616,2023-10-29,Warehouse B,PROD002,139,91,0.7
3617,2023-10-29,Warehouse B,PROD003,475,112,0.52
3618,2023-10-29,Distribution Center X,PROD001,84,120,0.69
3619,2023-10-29,Distribution Center X,PROD002,730,106,0.23
3620,2023-10-29,Distribution Center X,PROD003,840,85,0.86
3621,2023-10-29,Distribution Center Y,PROD001,174,52,0.65
3622,2023-10-29,Distribution Center Y,PROD002,181,87,0.21
3623,2023-10-29,Distribution Center Y,PROD003,759,100,0.25
3624,2023-10-30,Warehouse A,PROD001,687,147,0.11
3625,2023-10-30,Warehouse A,PROD002,279,69,0.5
3626,2023-10-30,Warehouse A,PROD003,182,77,0.74
3627,2023-10-30,Warehouse B,PROD001,914,136,0.58
3628,2023-10-30,Warehouse B,PROD002,452,139,0.14
3629,2023-10-30,Warehouse B,PROD003,650,116,0.68
3630,2023-10-30,Distribution Center X,PROD001,733,134,0.91
3631,2023-10-30,Distribution Center X,PROD002,399,138,0.38
3632,2023-10-30,Distribution Center X,PROD003,53,126,0.1
3633,2023-10-30,Distribution Center Y,PROD001,790,98,0.79
3634,2023-10-30,Distribution Center Y,PROD002,951,81,0.44
3635,2023-10-30,Distribution Center Y,PROD003,244,75,0.18
3636,2023-10-31,Warehouse A,PROD001,431,53,0.99
3637,2023-10-31,Warehouse A,PROD002,345,74,0.71
3638,2023-10-31,Warehouse A,PROD003,64,78,0.96
3639,2023-10-31,Warehouse B,PROD001,98,135,0.25
3640,2023-10-31,Warehouse B,PROD002,171,55,0.47
3641,2023-10-31,Warehouse B,PROD003,110,91,0.39
3642,2023-10-31,Distribution Center X,PROD001,641,74,0.66
3643,2023-10-31,Distribution Center X,PROD002,956,119,0.46
3644,2023-10-31,Distribution Center X,PROD003,438,65,0.31
3645,2023-10-31,Distribution Center Y,PROD001,108,95,0.39
3646,2023-10-31,Distribution Center Y,PROD002,15,101,0.69
3647,2023-10-31,Distribution Center Y,PROD003,12,99,0.29
3648,2023-11-01,Warehouse A,PROD001,225,58,0.69
3649,2023-11-01,Warehouse A,PROD002,285,133,0.66
3650,2023-11-01,Warehouse A,PROD003,44,58,0.9
3651,2023-11-01,Warehouse B,PROD001,420,88,0.79
3652,2023-11-01,Warehouse B,PROD002,511,63,0.74
3653,2023-11-01,Warehouse B,PROD003,810,122,0.25
3654,2023-11-01,Distribution Center X,PROD001,982,62,0.64
3655,2023-11-01,Distribution Center X,PROD002,646,139,0.45
3656,2023-11-01,Distribution Center X,PROD003,946,148,0.72
3657,2023-11-01,Distribution Center Y,PROD001,340,72,0.67
3658,2023-11-01,Distribution Center Y,PROD002,905,138,0.39
3659,2023-11-01,Distribution Center Y,PROD003,871,135,0.53
3660,2023-11-02,Warehouse A,PROD001,343,52,0.65
3661,2023-11-02,Warehouse A,PROD002,599,107,0.44
3662,2023-11-02,Warehouse A,PROD003,655,144,0.31
3663,2023-11-02,Warehouse B,PROD001,601,140,0.99
3664,2023-11-02,Warehouse B,PROD002,238,52,0.65
3665,2023-11-02,Warehouse B,PROD003,918,65,0.38
3666,2023-11-02,Distribution Center X,PROD001,755,104,0.78
3667,2023-11-02,Distribution Center X,PROD002,634,60,0.15
3668,2023-11-02,Distribution Center X,PROD003,383,113,0.37
3669,2023-11-02,Distribution Center Y,PROD001,155,98,0.28
3670,2023-11-02,Distribution Center Y,PROD002,38,80,0.93
3671,2023-11-02,Distribution Center Y,PROD003,612,106,0.77
3672,2023-11-03,Warehouse A,PROD001,336,67,0.35
3673,2023-11-03,Warehouse A,PROD002,659,150,0.78
3674,2023-11-03,Warehouse A,PROD003,533,103,0.68
3675,2023-11-03,Warehouse B,PROD001,295,146,0.12
3676,2023-11-03,Warehouse B,PROD002,867,143,0.4
3677,2023-11-03,Warehouse B,PROD003,248,76,0.59
3678,2023-11-03,Distribution Center X,PROD001,928,135,0.99
3679,2023-11-03,Distribution Center X,PROD002,820,137,0.73
3680,2023-11-03,Distribution Center X,PROD003,227,127,0.89
3681,2023-11-03,Distribution Center Y,PROD001,533,91,0.27
3682,2023-11-03,Distribution Center Y,PROD002,644,50,0.16
3683,2023-11-03,Distribution Center Y,PROD003,503,58,0.96
3684,2023-11-04,Warehouse A,PROD001,53,131,0.99
3685,2023-11-04,Warehouse A,PROD002,960,76,0.21
3686,2023-11-04,Warehouse A,PROD003,177,125,0.59
3687,2023-11-04,Warehouse B,PROD001,814,76,0.31
3688,2023-11-04,Warehouse B,PROD002,80,104,0.75
3689,2023-11-04,Warehouse B,PROD003,318,71,0.75
3690,2023-11-04,Distribution Center X,PROD001,250,104,0.26
3691,2023-11-04,Distribution Center X,PROD002,254,88,0.36
3692,2023-11-04,Distribution Center X,PROD003,459,131,0.28
3693,2023-11-04,Distribution Center Y,PROD001,883,150,0.53
3694,2023-11-04,Distribution Center Y,PROD002,973,96,0.46
3695,2023-11-04,Distribution Center Y,PROD003,171,110,0.5
3696,2023-11-05,Warehouse A,PROD001,517,128,0.76
3697,2023-11-05,Warehouse A,PROD002,778,69,0.84
3698,2023-11-05,Warehouse A,PROD003,812,111,0.12
3699,2023-11-05,Warehouse B,PROD001,390,104,0.87
3700,2023-11-05,Warehouse B,PROD002,777,88,0.64
3701,2023-11-05,Warehouse B,PROD003,156,120,0.75
3702,2023-11-05,Distribution Center X,PROD001,263,98,0.52
